,Comparison,Correlation,P_value
7507,RPL7L1_proteomics,-0.39873846256655154,0.021583092141333433
9463,UBE2T_proteomics,-0.43684955962338795,0.021888699609001392
1134,C9orf78_proteomics,-0.3980674525297793,0.021888699609001392
8291,SORBS2_proteomics,0.39666906355761333,0.02201613101447851
8290,SORBS2_proteomics,0.39666906355761333,0.02201613101447851
7424,RNF216_proteomics,0.5877104848531128,0.02201613101447851
8289,SORBS2_proteomics,0.39666906355761333,0.02201613101447851
9783,WDR91_proteomics,0.3951980533055096,0.023085155055614467
1125,C8G_proteomics,0.3942440095352499,0.023738215208143152
9224,TRIM59_proteomics,0.39343805795841313,0.024265612449646475
2135,DCK_proteomics,-0.3899248942356381,0.02689943759397598
10163,ZRANB2_proteomics,-0.389864052421252,0.02689943759397598
4568,LIMCH1_proteomics,0.38983592172471426,0.02689943759397598
3900,HRG_proteomics,0.39024974815750313,0.02689943759397598
8522,STRBP_proteomics,-0.38952578367944357,0.026966340499602046
8491,STEAP3_proteomics,0.3889292452888983,0.027119208500315448
7366,RIN1_proteomics,0.3886534759690498,0.027119208500315448
572,ARHGAP29_proteomics,0.3888816565329041,0.027119208500315448
2787,ERO1B_proteomics,0.40212537986439423,0.027467661609059352
8250,SNTB2_proteomics,0.38618519431587506,0.02931999815307876
9347,TUBB_proteomics,-0.3855050608868966,0.029560493681732195
9348,TUBB_proteomics,-0.3855050608868966,0.029560493681732195
2699,ENPP6_proteomics,0.40143677144118056,0.029856267680429288
4426,KRT17_proteomics,0.3838755025624948,0.030656187791438055
630,ARL6IP6_proteomics,0.38401963438958414,0.030656187791438055
6459,PLEKHA1_proteomics,0.3829926473904025,0.031443218466812646
5474,NACA_proteomics,-0.3817768525644572,0.03210759675794242
1434,CDH3_proteomics,0.3818657418467631,0.03210759675794242
9199,TRIM16_proteomics,0.39833925285147825,0.03210759675794242
2330,DNAH5_proteomics,0.4700879687336911,0.03274985233373473
70,ACADM_proteomics,-0.3809024593969968,0.03274985233373473
6909,PSTPIP1_proteomics,0.4096546788489928,0.03298105136241367
1893,CPSF6_proteomics,-0.3787513894588056,0.03398216478052324
359,AMBP_proteomics,0.3793441374146066,0.03398216478052324
8575,SUN1_proteomics,0.3784852455924117,0.03398216478052324
8977,TMEM192_proteomics,-0.37835857771352954,0.03398216478052324
85,ACIN1_proteomics,-0.3784686265134325,0.03398216478052324
86,ACIN1_proteomics,-0.3784686265134325,0.03398216478052324
2841,EXOSC6_proteomics,-0.37791655957788556,0.03428634694172356
8611,SYNGAP1_proteomics,-0.43990095095339493,0.03472148355881287
4491,LAMC2_proteomics,0.3765184749683622,0.035023919173716944
4587,LITAF_proteomics,0.3764250993758905,0.035023919173716944
3415,GNA11_proteomics,0.3764949648633086,0.035023919173716944
3556,GRSF1_proteomics,-0.37593926331473804,0.035023919173716944
1691,CLU_proteomics,0.3762097247626705,0.035023919173716944
1673,CLMN_proteomics,0.3759563571444264,0.035023919173716944
3423,GNAQ_proteomics,0.37547535873717763,0.03504061370116585
7522,RPRD1B_proteomics,-0.37562250713931106,0.03504061370116585
6615,POR_proteomics,0.3753400093263187,0.03504061370116585
9064,TNKS1BP1_proteomics,0.3751208972537652,0.03507519485894831
1592,CHMP4C_proteomics,-0.37479114882483366,0.03525800193760468
5422,MYO10_proteomics,0.3741184352520944,0.03576240380059924
8967,TMEM176B_proteomics,0.44644699417691897,0.03576240380059924
1549,CGNL1_proteomics,0.3736580084929473,0.03576240380059924
1065,C1orf116_proteomics,0.38981862572660103,0.03576240380059924
6799,PROC_proteomics,0.3723402817134939,0.036986768575011486
461,AP1M2_proteomics,0.3722034875669642,0.036986768575011486
462,AP1M2_proteomics,0.3722034875669642,0.036986768575011486
8398,SRGAP2_proteomics,-0.36989418535757895,0.03700871143381037
7881,SET_proteomics,-0.37014849908234626,0.03700871143381037
7882,SET_proteomics,-0.37014849908234626,0.03700871143381037
9413,U2AF1L5_proteomics,-0.3705479108526937,0.03700871143381037
9411,U2AF1_proteomics,-0.37016832944330624,0.03700871143381037
7233,RBM39_proteomics,-0.3707969345416428,0.03700871143381037
4709,LTF_proteomics,0.37144760269468985,0.03700871143381037
4515,LBP_proteomics,0.3701259341608787,0.03700871143381037
6939,PTP4A1_proteomics,-0.37003504593613856,0.03700871143381037
7880,SET_proteomics,-0.37014849908234626,0.03700871143381037
0,A1BG_proteomics,0.3712253399990315,0.03700871143381037
8619,SYNPO_proteomics,0.37044408386277383,0.03700871143381037
8618,SYNPO_proteomics,0.37044408386277383,0.03700871143381037
2803,ESYT2_proteomics,0.36914294972092,0.03716902574789776
6927,PTGFRN_proteomics,0.3694970329303313,0.03716902574789776
3571,GSTA3_proteomics,0.3692791817278256,0.03716902574789776
5939,OCIAD1_proteomics,-0.3689405327808952,0.03716902574789776
5940,OCIAD1_proteomics,-0.3689405327808952,0.03716902574789776
1079,C2_proteomics,0.3685728400614791,0.037223120566130904
9591,USP36_proteomics,-0.3686625339537637,0.037223120566130904
7871,SERPIND1_proteomics,0.36693054429814764,0.038326961283987916
2044,CWC25_proteomics,-0.4034773709219007,0.038326961283987916
4860,MARC2_proteomics,0.36681365890333983,0.038326961283987916
3570,GSTA1_proteomics,0.36742723546740197,0.038326961283987916
366,AMOT_proteomics,0.3853773604116526,0.038326961283987916
2643,ELMO3_proteomics,0.36714142246219006,0.038326961283987916
9350,TUBB2A_proteomics,-0.36579813750549683,0.0393223702208916
6802,PROM2_proteomics,0.36584436279343674,0.0393223702208916
9351,TUBB2B_proteomics,-0.3655131197182929,0.039437625599509474
5520,NCALD_proteomics,0.36540537019392794,0.039437625599509474
9824,XDH_proteomics,0.41017570608705234,0.039699538258485816
3373,GKAP1_proteomics,0.4095141896678822,0.04035140015770656
5551,NCOA5_proteomics,-0.3635925698450386,0.041423206194590126
636,ARMC4_proteomics,0.5580905487006604,0.041704824145991214
4198,ITIH4_proteomics,0.36264589747055775,0.041704824145991214
4393,KLK13_proteomics,0.3786058006822214,0.041704824145991214
9439,UBE2C_proteomics,-0.3626973227599256,0.041704824145991214
4199,ITIH4_proteomics,0.36264589747055775,0.041704824145991214
8588,SURF6_proteomics,-0.3623324118581991,0.041727049521116506
6305,PGM3_proteomics,0.3623987926960782,0.041727049521116506
4275,KCTD14_proteomics,0.3609592704305063,0.04315087521566654
4094,INPP4B_proteomics,0.36121881916102705,0.04315087521566654
2843,EXOSC8_proteomics,-0.361060883795676,0.04315087521566654
9414,U2AF2_proteomics,-0.36080465474304213,0.04316334551512274
6812,PRPF38B_proteomics,-0.3606134709424502,0.043233726120238285
2798,ESRP2_proteomics,0.35983283846948017,0.044231683696762794
1537,CFH_proteomics,0.3591914666112586,0.045025707747731715
404,ANKRD1_proteomics,-0.4224195566328908,0.045128717584089546
5062,MID1_proteomics,0.35876435457517497,0.04525014130608464
2946,FAM57A_proteomics,0.5234077801467989,0.0460531296245482
8742,TCF20_proteomics,0.3576194066131724,0.04642320634584589
5490,NAP1L1_proteomics,-0.357673197232772,0.04642320634584589
1241,CASP9_proteomics,-0.3718949961375605,0.04809050367845262
2949,FAM76A_proteomics,-0.35616522140242796,0.04815580358295091
5074,MINDY4_proteomics,0.47129087238501394,0.04815580358295091
7246,RBMS3_proteomics,0.35583720190911955,0.048477646555956926
8831,THG1L_proteomics,-0.3555505977240384,0.04873077378426932
3845,HNRNPD_proteomics,-0.3551730429094174,0.04890396169216851
3846,HNRNPD_proteomics,-0.3551730429094174,0.04890396169216851
2325,DNAH10_proteomics,0.5110056575735034,0.049678175150118145
2782,ERLEC1_proteomics,0.3537901458976992,0.049678175150118145
2334,DNAH9_proteomics,0.5118748556343926,0.049678175150118145
9241,TRMT10C_proteomics,-0.35333461100459346,0.049678175150118145
4445,KRT7_proteomics,0.3541028173618248,0.049678175150118145
7856,SERPINA3_proteomics,0.35338043531109553,0.049678175150118145
3091,FIP1L1_proteomics,-0.3528786051845978,0.049678175150118145
9285,TSPAN13_proteomics,0.38360345279455726,0.049678175150118145
7029,QSER1_proteomics,0.36836069712262576,0.049678175150118145
680,ASH2L_proteomics,-0.35347674782483934,0.049678175150118145
8935,TMED8_proteomics,-0.354435272904881,0.049678175150118145
3200,FUBP1_proteomics,-0.3529004250497194,0.049678175150118145
6019,P3H2_proteomics,0.3528506889603126,0.049678175150118145
3092,FIP1L1_proteomics,-0.3528786051845978,0.049678175150118145
2156,DCUN1D5_proteomics,-0.35264567869943875,0.04980915137368356
2006,CTNND1_proteomics,0.3523046855725077,0.04995364680251745
2005,CTNND1_proteomics,0.3523046855725077,0.04995364680251745
2694,ENOSF1_proteomics,0.3520476253310102,0.05017909220330408
5260,MRPS6_proteomics,-0.3512024416643855,0.050206524410510454
9293,TSPAN9_proteomics,0.3511963004775204,0.050206524410510454
4945,ME1_proteomics,0.35128497708641293,0.050206524410510454
8263,SNX19_proteomics,-0.36666258844256555,0.050206524410510454
7521,RPRD1A_proteomics,-0.3510626411762925,0.050206524410510454
5117,MMP8_proteomics,0.3865178859670326,0.050206524410510454
1888,CPSF1_proteomics,-0.351022882512505,0.050206524410510454
3854,HNRNPL_proteomics,-0.35114251605396607,0.050206524410510454
7645,S100A12_proteomics,0.36604377998115145,0.05030950568065542
4115,INTS6_proteomics,-0.34997460015190673,0.05118615100901779
4459,KRT85_proteomics,0.3502165241179364,0.05118615100901779
638,ARMC6_proteomics,-0.349995745640837,0.05118615100901779
856,BCAR1_proteomics,0.34960102239710505,0.051580140979345095
9359,TUBB8_proteomics,-0.3493694460726063,0.051580140979345095
8586,SURF2_proteomics,-0.3492674752183771,0.051580140979345095
6678,PPP1R13L_proteomics,0.3493195744444511,0.051580140979345095
4624,LPCAT2_proteomics,0.34894322152280105,0.051945653542481506
7284,RECQL5_proteomics,-0.3487918149839225,0.0520020337474416
1137,CA13_proteomics,0.3484836652080938,0.052126879397398476
6275,PFDN5_proteomics,-0.34852939732872623,0.052126879397398476
7711,SCAF4_proteomics,-0.3475602359652027,0.05221517440304382
1063,C1RL_proteomics,0.3477798777737804,0.05221517440304382
3194,FSTL1_proteomics,0.34749654670692676,0.05221517440304382
3977,ID4_proteomics,-0.43890568996673984,0.05221517440304382
3201,FUBP3_proteomics,-0.34753392979621417,0.05221517440304382
6478,PLG_proteomics,0.3476712687302075,0.05221517440304382
2826,EXOC3_proteomics,0.3481506357048302,0.05221517440304382
1131,C9_proteomics,0.34773755699102715,0.05221517440304382
2328,DNAH17_proteomics,0.4965677127627328,0.05262728715816924
1267,CBX1_proteomics,-0.3470374841594648,0.052628100807177655
1851,COX11_proteomics,-0.3466402076206974,0.05278300887935851
5045,MGME1_proteomics,-0.346757160492895,0.05278300887935851
9457,UBE2N_proteomics,-0.34660934600774757,0.05278300887935851
7186,RASAL2_proteomics,-0.3459548394805167,0.05310902828488785
8240,SNRPC_proteomics,-0.346209678875942,0.05310902828488785
5653,NEO1_proteomics,-0.34596670783825345,0.05310902828488785
1875,CPLX2_proteomics,-0.41799219850426683,0.05310902828488785
6433,PLAUR_proteomics,0.34586659343959314,0.05310902828488785
8652,TAF6L_proteomics,-0.3455008062243806,0.053573717363111464
2417,DPP4_proteomics,0.35760277627332593,0.05451736976187963
7285,REEP3_proteomics,0.34471709701351666,0.0545379594771039
2834,EXOG_proteomics,-0.3446463780285627,0.0545379594771039
9764,WDR5_proteomics,-0.3445255874271369,0.054557504723719966
6240,PDZD8_proteomics,0.34384490539940316,0.05521722215440289
3869,HOOK2_proteomics,0.3437991989472301,0.05521722215440289
3710,HEATR6_proteomics,-0.3437353498410428,0.05521722215440289
5967,OPHN1_proteomics,0.492269192661564,0.05521722215440289
3936,HSPB1_proteomics,0.3435817687160049,0.055301871361380296
9518,UGT8_proteomics,0.34260994556922625,0.0561760568457371
6924,PTGES2_proteomics,-0.34272289588255644,0.0561760568457371
7341,RHBDF1_proteomics,0.3423693238777493,0.0561760568457371
4456,KRT81_proteomics,0.3425719396138147,0.0561760568457371
4460,KRT86_proteomics,0.3424466229279785,0.0561760568457371
5126,MOB1B_proteomics,-0.34277718469432517,0.0561760568457371
1819,COPB2_proteomics,0.34294600149410626,0.0561760568457371
522,APOH_proteomics,0.3419776932313448,0.05672237143252779
8403,SRP14_proteomics,-0.3418505070873754,0.05676366267287238
8419,SRSF1_proteomics,-0.34154778306257033,0.0571438599759972
8820,THAP11_proteomics,-0.3559575548631943,0.057783018729287275
1408,CDC37L1_proteomics,0.3408618204032955,0.05806988646206073
3253,GALNT16_proteomics,0.4303470013018064,0.05810942676656027
3897,HPX_proteomics,0.3404929665142742,0.05838395183218488
4152,ISCA1_proteomics,-0.3397369839719384,0.05845270626247405
8486,STAU2_proteomics,-0.33994572533634637,0.05845270626247405
1855,COX18_proteomics,-0.42936331791496696,0.05845270626247405
5685,NFYA_proteomics,-0.3398001664470369,0.05845270626247405
9694,VPS51_proteomics,0.33985662038780395,0.05845270626247405
3558,GSDMA_proteomics,0.4704673814192527,0.05845270626247405
6206,PDHB_proteomics,-0.3398720307620701,0.05845270626247405
10102,ZNF622_proteomics,-0.33960359017936653,0.05851492446842933
4596,LMBRD2_proteomics,0.3816551365166837,0.059109479020387705
515,APOC1_proteomics,0.33908530338522463,0.059138220163403234
9603,USP6NL_proteomics,0.3386766133732515,0.0593673440669625
7721,SCARA3_proteomics,0.3898012295494644,0.0593673440669625
9866,YIPF2_proteomics,0.3387143987857402,0.0593673440669625
1262,CBR3_proteomics,0.3383669351248593,0.05956906501280812
8970,TMEM181_proteomics,0.35318618030671084,0.05956906501280812
2828,EXOC5_proteomics,0.33783521325334726,0.06043602871627058
9501,UCHL5_proteomics,-0.3375953153190616,0.06049533030936307
9502,UCHL5_proteomics,-0.3375953153190616,0.06049533030936307
9227,TRIO_proteomics,0.3375087795484475,0.06049533030936307
8638,TACSTD2_proteomics,0.3371260705659022,0.060502524944255384
8038,SLC25A17_proteomics,0.37950108888510203,0.060502524944255384
8418,SRRT_proteomics,-0.3371132012948954,0.060502524944255384
7609,RTFDC1_proteomics,-0.3373881313277336,0.060502524944255384
2265,DHX15_proteomics,-0.33687179531244527,0.0607936388956688
7220,RBM19_proteomics,-0.3349122085586592,0.06194838477952221
3898,HRAS_proteomics,-0.335098273340401,0.06194838477952221
8965,TMEM173_proteomics,0.3347798221151986,0.06194838477952221
6371,PIGR_proteomics,0.3355718773830428,0.06194838477952221
8852,TIAL1_proteomics,-0.33490590988969393,0.06194838477952221
8319,SPAG9_proteomics,0.3348452836879561,0.06194838477952221
6301,PGLYRP2_proteomics,0.33548997051080703,0.06194838477952221
8853,TIAL1_proteomics,-0.33490590988969393,0.06194838477952221
9,AAR2_proteomics,-0.33478536933643915,0.06194838477952221
8318,SPAG9_proteomics,0.3348452836879561,0.06194838477952221
3853,HNRNPK_proteomics,-0.3360650777655799,0.06194838477952221
3852,HNRNPK_proteomics,-0.3360650777655799,0.06194838477952221
7055,RAB20_proteomics,0.3346905413451512,0.06194838477952221
227,AGAP3_proteomics,0.33495622971908023,0.06194838477952221
228,AGAP3_proteomics,0.33495622971908023,0.06194838477952221
2016,CTSG_proteomics,0.3359914619589579,0.06194838477952221
8582,SUPT6H_proteomics,-0.33556827844197834,0.06194838477952221
6438,PLCB3_proteomics,0.3339855464058244,0.06282931659621127
8650,TAF5L_proteomics,-0.33401618530180527,0.06282931659621127
7288,REEP6_proteomics,0.3464930841249715,0.06282931659621127
8487,STBD1_proteomics,0.33354457164811513,0.06336399586483579
9982,ZMIZ1_proteomics,-0.3336200734669741,0.06336399586483579
3626,GYPC_proteomics,0.34565703504172424,0.06368112210705908
8091,SLC35B3_proteomics,0.3475188154558032,0.06405662424943462
9661,VIRMA_proteomics,-0.3329399504350317,0.06405662424943462
5908,NUP214_proteomics,-0.33243574782122065,0.06473857012797818
5907,NUP214_proteomics,-0.33243574782122065,0.06473857012797818
8490,STEAP2_proteomics,0.332198833857108,0.06505005436241168
5080,MIS12_proteomics,-0.33203442199748706,0.06520810870079452
3959,HYI_proteomics,0.3319245159592782,0.06525031872230953
4231,JMJD6_proteomics,-0.33182305203561324,0.06527498953326567
3121,FLNB_proteomics,0.3311960460642511,0.06547243869619514
121,ACSS2_proteomics,0.3312020325224054,0.06547243869619514
3120,FLNB_proteomics,0.3311960460642511,0.06547243869619514
6626,POU2F2_proteomics,-0.3314603355144874,0.06547243869619514
1815,COMT_proteomics,0.33128405116816745,0.06547243869619514
3453,GOLGA1_proteomics,0.3312746270412269,0.06547243869619514
5078,MIOS_proteomics,0.331030144812426,0.06563859741008357
3504,GPLD1_proteomics,0.34495003782697975,0.06658296471343994
4004,IFRD1_proteomics,0.33016874311397815,0.06712217491053292
1223,CARNMT1_proteomics,0.4793534373678484,0.06729128920051483
1119,C7orf25_proteomics,0.3298791445694229,0.06729128920051483
2862,F2_proteomics,0.3299106829769853,0.06729128920051483
2332,DNAH7_proteomics,0.4787057191974303,0.06815715506410833
1543,CFI_proteomics,0.32896317703608874,0.06881897777002499
1103,C4orf3_proteomics,0.3424424433392243,0.06923284357162456
6012,OXR1_proteomics,0.32824266528670676,0.06923284357162456
6013,OXR1_proteomics,0.32824266528670676,0.06923284357162456
2514,ECHDC2_proteomics,0.3282642325766978,0.06923284357162456
9818,WWOX_proteomics,0.3281682160941849,0.06923284357162456
5866,NUCB1_proteomics,0.3281926388284647,0.06923284357162456
448,ANXA7_proteomics,0.32820592661445086,0.06923284357162456
5924,NXF1_proteomics,-0.32830203199939395,0.06923284357162456
1848,CORO6_proteomics,-0.3278824239466369,0.06931233995627041
1526,CES2_proteomics,0.32791649326242894,0.06931233995627041
2856,F10_proteomics,0.3277955701155548,0.06931676697037335
4352,KIF21B_proteomics,0.33923552276675706,0.06997762341451191
5681,NFS1_proteomics,-0.3270868118567426,0.06997762341451191
2261,DHRS7_proteomics,0.32728826571832814,0.06997762341451191
7417,RNF170_proteomics,0.32722129752046136,0.06997762341451191
3922,HSP90B1_proteomics,0.32719650414824464,0.06997762341451191
8396,SRFBP1_proteomics,-0.32682824974545266,0.07021436505664637
3545,GRHL2_proteomics,0.32668537293703415,0.07021436505664637
7240,RBM6_proteomics,-0.32664155478296214,0.07021436505664637
3325,GFAP_proteomics,0.3266716726794151,0.07021436505664637
7860,SERPINA7_proteomics,0.32586022667393244,0.0716176793436933
3255,GALNT3_proteomics,0.3258777635710278,0.0716176793436933
7414,RNF167_proteomics,-0.3378561181876213,0.07169477545344553
6254,PES1_proteomics,-0.3255471086963091,0.0719582800271179
6942,PTPA_proteomics,-0.3254450675327832,0.07200368389448207
97,ACOT8_proteomics,-0.32510400292082586,0.07260350802925646
4592,LMAN1_proteomics,0.3248750952226316,0.07274972491067813
2685,ENDOD1_proteomics,0.3249107053305465,0.07274972491067813
700,ATAD3B_proteomics,-0.3247955362629441,0.07274972491067813
1476,CDYL_proteomics,-0.32459866223242834,0.07301867618457517
4489,LAMB3_proteomics,0.3243774971013307,0.07311789131213284
8272,SNX33_proteomics,0.32439574921214276,0.07311789131213284
624,ARL6_proteomics,-0.3243127054936802,0.07311789131213284
4423,KRT14_proteomics,0.3237277762968332,0.07408772379878657
9082,TNS3_proteomics,0.32380272065924703,0.07408772379878657
4549,LGALS4_proteomics,0.4175071343834173,0.07408772379878657
5058,MICALL1_proteomics,0.32323450284293137,0.07490156338485233
9042,TMUB1_proteomics,0.32300449357767524,0.07513418536979721
84,ACE_proteomics,0.32289680117970165,0.07513418536979721
8916,TMBIM1_proteomics,0.32297340383051665,0.07513418536979721
2838,EXOSC3_proteomics,-0.3222057885424543,0.07541382025361991
3491,GPATCH8_proteomics,-0.32253386134263073,0.07541382025361991
8170,SMARCA4_proteomics,-0.3217129711419982,0.07541382025361991
8169,SMARCA4_proteomics,-0.3217129711419982,0.07541382025361991
2280,DHX9_proteomics,-0.32231573468954117,0.07541382025361991
2060,CYB5A_proteomics,0.3218495698727524,0.07541382025361991
1999,CTNNA1_proteomics,0.3226668907988923,0.07541382025361991
1768,COL14A1_proteomics,0.3216794485413804,0.07541382025361991
2911,FAM160B1_proteomics,0.32179865714098194,0.07541382025361991
887,BCLAF1_proteomics,-0.32218151928720834,0.07541382025361991
10067,ZNF503_proteomics,0.3217200794737579,0.07541382025361991
8514,STMN2_proteomics,-0.32200567825228116,0.07541382025361991
886,BCLAF1_proteomics,-0.32218151928720834,0.07541382025361991
2752,EPS8L2_proteomics,0.32241255205116026,0.07541382025361991
4908,MBP_proteomics,0.3213291009505346,0.07599948405995348
9125,TPBG_proteomics,0.32128050590716234,0.07599948405995348
1708,CMTM7_proteomics,-0.32005164987070855,0.07603782071094953
463,AP1S1_proteomics,0.3207461881515324,0.07603782071094953
1912,CREB1_proteomics,-0.320061701749923,0.07603782071094953
1728,CNOT3_proteomics,-0.32089800876438873,0.07603782071094953
7870,SERPINC1_proteomics,0.320449255175392,0.07603782071094953
1085,C2CD2_proteomics,0.32086496692606437,0.07603782071094953
1188,CAMSAP1_proteomics,-0.32102737240833307,0.07603782071094953
9277,TSFM_proteomics,-0.32043630632963205,0.07603782071094953
6535,PNN_proteomics,-0.32061155629398175,0.07603782071094953
9278,TSFM_proteomics,-0.32043630632963205,0.07603782071094953
9103,TOP2B_proteomics,-0.32019460830961355,0.07603782071094953
3885,HPCAL1_proteomics,0.32022112922866924,0.07603782071094953
7744,SCRN2_proteomics,0.320603755901861,0.07603782071094953
3837,HNRNPA1L2_proteomics,-0.3210728540343021,0.07603782071094953
9104,TOP2B_proteomics,-0.32019460830961355,0.07603782071094953
6477,PLEKHS1_proteomics,0.4664660687445007,0.07603782071094953
1567,CHD4_proteomics,-0.3199247852488204,0.07616342834227172
4246,KALRN_proteomics,0.3197047914004668,0.07633992214631033
2331,DNAH6_proteomics,0.5122704364579027,0.07633992214631033
2434,DRAP1_proteomics,-0.31957079453402315,0.07647922579360417
1235,CASP3_proteomics,-0.3193499176595368,0.07683343452882826
8,AAMP_proteomics,-0.31924503608997123,0.0769086018772002
7676,SAMHD1_proteomics,-0.31881878178821677,0.0774422385217011
8223,SNAPIN_proteomics,-0.31880430322269276,0.0774422385217011
7735,SCLY_proteomics,-0.3188800351431309,0.0774422385217011
3245,GALK2_proteomics,0.3186191767022071,0.07761311019345296
