,Comparison,Correlation_Gbm,P_value_Gbm,Correlation_kidney,P_value_kidney,Correlation_Ovar,P_value_Ovar,Correlation_Brca,P_value_Brca,Correlation_Luad,P_value_Luad,Correlation_hnscc,P_value_hnscc,Correlation_colon,P_value_colon,Correlation_Lscc,P_value_Lscc
32,NEO1_proteomics,0.4969841203020866,1.6724287017663087e-07,,,,,,,,,,,,,,
33,CTSB_proteomics,-0.4968953119173142,1.682242054480339e-07,,,,,0.34104789265687063,0.0001915971081969414,,,,,,,,
34,EPHB3_proteomics,0.4960189368683785,1.7820656121740215e-07,,,,,0.36945002605750177,4.837258904785697e-05,0.3547889384770181,0.00014293133690100493,0.357080046048712,0.00013812831331959716,,,,
35,KYNU_proteomics,-0.4955165794395106,1.8418019170073093e-07,,,,,0.3735752990183355,3.9175064308385043e-05,-0.3413634076774579,0.00026263389272781297,,,,,,
36,LRRC75A_proteomics,0.4954021585844763,1.855671837806378e-07,,,,,,,,,,,,,,
37,RGMA_proteomics,0.4950729034600597,1.8961401926600872e-07,,,,,,,,,,,,,,
38,CLIP2_proteomics,0.4932799211035536,2.131667000797299e-07,,,,,0.3475684993808784,0.00014128748393897906,,,,,,,,
39,STAB1_proteomics,-0.4929776568817793,2.1740173356435914e-07,,,,,,,-0.30056770558688306,0.0014203643325056462,-0.3690812190840141,7.838959755845973e-05,,,,
40,ARHGAP45_proteomics,-0.4925637699560174,2.233306774461418e-07,-0.2862066056706469,0.0024362925626127034,,,,,,,-0.4436198247737188,1.3562729523466459e-06,,,,
41,HSD17B11_proteomics,-0.4918426646717746,2.3402960541558966e-07,0.27221811074463764,0.004015103333451849,,,0.4816670749023298,5.0440470648095895e-08,,,-0.4021456901239445,1.4603890631544925e-05,,,,
42,SVIL_proteomics,-0.4913031523433264,2.423511222761499e-07,,,,,0.2852147821475852,0.00200416372842555,,,,,,,,
43,SOX9_proteomics,0.4906701048845136,2.524741038548541e-07,,,,,0.2529196282079981,0.006388999919022494,,,,,,,,
44,DOCK10_proteomics,-0.4897150736461749,2.685098314979208e-07,,,,,,,,,-0.4211909004674405,5.0984999196236185e-06,,,,
45,MITF_proteomics,-0.5096486438817509,2.892238411102922e-07,,,,,,,,,,,,,,
46,SH3BP1_proteomics,-0.4884798437640261,2.906896554006407e-07,-0.2661300362175485,0.0049514456694529155,,,,,,,,,,,0.33316625345156553,0.00037578205100729676
47,GPHN_proteomics,0.4865991159955391,3.278328525577992e-07,,,,,,,,,,,,,,
48,DPP6_proteomics,0.4863244796622994,3.3362018609614224e-07,,,,,,,,,,,,,,
49,ENG_proteomics,-0.4856390335726473,3.484908307567381e-07,,,,,,,,,,,,,,
50,ST14_proteomics,-0.4846592320611137,3.708446279663333e-07,,,,,,,,,,,,,,
51,ARHGAP27_proteomics,-0.4844488272181881,3.7581942145057674e-07,,,,,,,,,,,,,,
52,OSTF1_proteomics,-0.4842980609146354,3.794230400264636e-07,-0.4173499938529385,5.733814591989715e-06,,,,,-0.2755570745759093,0.003571920049697225,,,,,,
53,APBB1IP_proteomics,-0.4830555483585245,4.1039702836079743e-07,,,,,,,-0.2771508905356152,0.003376268833257495,-0.3825552618620904,4.0390148162286515e-05,0.4043758593035532,3.992875980703307e-05,,
54,PPP2R3A_proteomics,-0.5037773152130771,4.157858052098756e-07,0.28573499558630844,0.002478698706862031,,,0.4461367763598457,5.820667303693802e-07,0.3484898309218405,0.0001907963076161991,,,,,,
55,COL6A2_proteomics,-0.4827741454334567,4.177380830117714e-07,,,,,,,,,,,0.30350939218143397,0.0025102964662212317,,
56,HAAO_proteomics,-0.481973589288038,4.393105507041477e-07,,,,,0.4629989162539492,1.8873270422494322e-07,-0.29123233925766445,0.002023381618649646,,,,,,
57,CTSZ_proteomics,-0.4817090471537244,4.4666869836978187e-07,,,,,0.2674715286461375,0.0038545748430105,,,-0.2681026850317217,0.004823381419880478,,,,
58,CSK_proteomics,-0.481564725075465,4.507321450705375e-07,,,,,,,-0.36156774738483016,0.00010403425411968935,-0.3802600095388597,4.531369102418434e-05,,,,
59,THEMIS2_proteomics,-0.4810653113683931,4.650658810265321e-07,,,,,0.2867549232942161,0.0018897505309860266,-0.2935074113715896,0.003355020309031133,-0.4010718283582962,1.5467358892048302e-05,,,,
60,NFIA_proteomics,0.4804297800333734,4.839326688475611e-07,0.2991634989636152,0.0014991322079583613,,,,,,,,,,,,
61,NIPSNAP2_proteomics,0.4788812086777817,5.329931202626609e-07,,,,,,,0.42155672041097736,4.508490888530989e-06,0.2699553552784687,0.004527935136728871,,,0.3793671559392153,4.364972758781274e-05
62,LANCL2_proteomics,0.4787231306558208,5.382585258228344e-07,,,,,0.30098089285215235,0.001081050666223323,0.5888080582787203,1.3285073202682635e-11,0.7967283641326608,3.798194315546157e-25,0.32078635342762024,0.0013575389733702806,0.5722612417035284,6.528910213751107e-11
63,RNF130_proteomics,-0.4754253341978527,6.600401161969358e-07,,,,,,,,,,,,,,
64,ARHGAP15_proteomics,-0.4748493488654879,6.838276050482958e-07,,,,,,,-0.31571400968009755,0.0007800696403449244,-0.3888292496480555,2.9363995728174023e-05,,,,
65,CD14_proteomics,-0.4746481984106531,6.923247520802883e-07,,,,,0.252201482659813,0.006545688142653911,,,,,,,,
66,KCND3_proteomics,0.4746196748668135,6.935377402357279e-07,,,,,,,,,,,,,,
67,FCGRT_proteomics,-0.4743710606768027,7.041959501140814e-07,0.28412346988269976,0.002628675706546337,,,,,,,-0.2972067299371613,0.0016987781065163654,,,,
68,ABCA1_proteomics,-0.4740946903532618,7.162263363932542e-07,,,,,,,,,,,,,,
69,ZYG11B_proteomics,0.4738725020249037,7.260392455215334e-07,,,,,,,0.4427123003127549,1.2798776198439659e-06,,,,,,
70,BCR_proteomics,0.473802830539309,7.29142438563256e-07,,,,,,,,,,,,,0.34242152130338577,0.000250584015822195
71,ARMT1_proteomics,-0.4735976201606943,7.383558239359148e-07,,,,,-0.4737404840606695,8.918252380568419e-08,,,,,,,,
72,DOCK11_proteomics,-0.473476158513799,7.438610119950587e-07,,,,,0.2883338206186284,0.0017786331523443023,,,,,,,,
73,PLCG2_proteomics,-0.4724528986019063,7.918099271287726e-07,-0.3170090773489909,0.0007400138367125306,,,0.2686127470048235,0.0037004739432112102,-0.40815336175374417,9.591168268365167e-06,-0.3789496501144576,4.837060683348736e-05,,,,
74,GGA2_proteomics,-0.4714654913986547,8.40845681956795e-07,-0.3158460144987256,0.0007758978158572392,,,-0.4555283468975414,3.131792745360764e-07,,,,,,,,
75,SYK_proteomics,-0.4708487814463348,8.729179979271179e-07,-0.5524810495881947,0.002805507160029867,,,,,,,-0.2984282292601957,0.0016220632782481413,,,,
76,GBA_proteomics,-0.4707960576500572,8.75713070820446e-07,,,,,,,0.3739493032962086,5.716456853416972e-05,,,,,,
77,PROCR_proteomics,-0.47078406471315504,8.763500414536871e-07,0.2849246513433313,0.0025531205430733106,,,0.33602239239898,0.00024120230421928468,,,,,,,,
78,UAP1_proteomics,-0.4701864303894616,9.08653735392082e-07,,,,,0.2758597031829649,0.002844356828905509,,,,,,,,
79,CTNND2_proteomics,0.4700018930346916,9.188543432270417e-07,,,,,-0.4681084440171536,1.3254744186245338e-07,,,,,,,,
80,GMIP_proteomics,-0.4698996531247181,9.245524424223942e-07,,,,,0.2355271303811929,0.011279827898144024,,,-0.4827415434899717,1.0607590312205474e-07,,,,
81,APC_proteomics,0.4683330913466173,1.0161593863179835e-06,,,,,,,,,,,,,,
82,ARHGAP24_proteomics,-0.4678576140628673,1.0456226741850344e-06,,,,,,,,,,,,,,
83,CD4_proteomics,-0.467479032996641,1.069658518176667e-06,,,,,,,,,-0.4172324388659395,6.378811906335976e-06,,,,
84,NCKAP1L_proteomics,-0.4671625433058982,1.0901529368139768e-06,,,,,,,,,-0.4107485259871254,9.15114237727726e-06,,,,
85,ARHGAP30_proteomics,-0.4670639849246152,1.0966106988421598e-06,,,,,,,-0.2890853981874569,0.0021913316566771336,-0.4656505687590924,3.3580145885310175e-07,,,,
86,PI4K2A_proteomics,-0.4666231050334723,1.1259442531821032e-06,,,,,,,,,,,,,,
87,PIK3CD_proteomics,-0.4662648948315302,1.1503230583396594e-06,,,,,,,-0.33176003913986385,0.00039920615749863104,,,,,,
88,SCRN1_proteomics,0.4659651498233915,1.1711062077486946e-06,,,,,,,,,,,,,,
89,BLOC1S1_proteomics,-0.4658473823629272,1.1793686357676015e-06,,,,,,,,,,,,,,
90,LDLRAP1_proteomics,-0.465400890732669,1.2111980974805808e-06,-0.3121391279245416,0.0009011573659152773,,,,,,,,,,,,
91,NPAS3_proteomics,0.4651766456630772,1.2274892687755456e-06,,,,,,,,,,,,,,
92,FYB1_proteomics,-0.4650349443921815,1.2378904631954076e-06,,,,,,,-0.2776553814679984,0.0033163754650029865,-0.3708165975212031,7.208989001228766e-05,,,,
93,RASAL3_proteomics,-0.4645787127341439,1.2719486848179605e-06,,,,,,,-0.28262273787687703,0.002775645375529907,-0.4249307088419797,4.115124083578488e-06,0.32643367729703243,0.0020305350357115552,,
94,ADAP2_proteomics,-0.4644349187011614,1.2828656641120942e-06,,,,,,,,,,,,,,
95,FAM19A5_proteomics,0.4640521725822081,1.3123580555885118e-06,,,,,,,,,,,,,,
96,PARVG_proteomics,-0.4631967506858821,1.3806093311406378e-06,,,,,,,,,-0.32543517894943025,0.0005544592179389058,,,,
97,DOCK8_proteomics,-0.4629196820492616,1.4034267493707835e-06,-0.2884401744883809,0.002244212655822013,,,,,,,-0.4710626597250119,2.3471339936321526e-07,,,,
98,MAN2A1_proteomics,-0.4621881013097853,1.4654022962371955e-06,,,,,,,,,,,,,,
99,REL_proteomics,-0.4611850658076229,1.5545942514295218e-06,,,,,,,,,0.37652670127265897,5.453675060328998e-05,,,,
100,LCP2_proteomics,-0.4608809701320738,1.582634110168639e-06,,,,,,,,,-0.3900975548371692,2.7509432981975286e-05,,,,
101,CTNNB1_proteomics,0.4608358789852845,1.5868323599812544e-06,,,,,0.2675313477073756,0.0038463566984215454,0.3474829302100987,0.00019970056872694282,,,,,0.3691984830054125,7.213702509098772e-05
102,EHBP1L1_proteomics,-0.4600736240604506,1.6594172612743353e-06,,,,,0.4209661340997355,2.8046773165167772e-06,,,,,,,0.29056899992780577,0.0020739856486144165
103,DNAJC21_proteomics,-0.4600181607794885,1.6648194750632718e-06,,,,,,,0.4044848841339725,1.1726646478304496e-05,,,,,,
104,ABI3_proteomics,-0.4585684170672143,1.8120722625614602e-06,,,,,,,,,-0.4401279828463472,1.6772631313646083e-06,,,,
105,RAB3IL1_proteomics,-0.4583886434542359,1.8311677593124092e-06,,,,,0.2669269663442274,0.0039301155239168046,,,,,,,,
106,AIF1_proteomics,-0.45812400454394603,1.8596242009010608e-06,-0.3035552725208481,0.0012651538906732515,,,,,,,-0.32036573043644706,0.0006834653574916474,,,,
107,MLC1_proteomics,0.4580797432124604,1.864424223489147e-06,,,,,,,,,,,,,,
108,FCGR2A_proteomics,-0.4561475438424893,2.0857650169367127e-06,,,,,0.3810238891579138,2.657478406957301e-05,,,,,,,,
109,PLCB2_proteomics,-0.4539868320636522,2.362634100990606e-06,-0.2714086987326587,0.004129688480688704,,,,,-0.29281540435637554,0.0019070986328787694,-0.3957625801954976,2.048802946886494e-05,,,,
110,TRAF3IP3_proteomics,-0.4537069264726966,2.4009424834709734e-06,,,,,,,-0.3030530630380918,0.0012901144004362328,-0.30440296349242313,0.0012901989284893381,,,,
111,CTSL_proteomics,-0.4530784324156623,2.489108678720406e-06,-0.3129602447108125,0.0008719164596988036,,,0.2913654666388807,0.0015817358273971837,,,,,,,,
112,INPP5F_proteomics,-0.45233733977324503,2.5970001028285062e-06,,,,,,,,,,,,,,
113,MSR1_proteomics,-0.4518416229187484,2.6716184804940325e-06,,,,,,,,,,,,,,
114,TBXAS1_proteomics,-0.4517004156979906,2.693241675045255e-06,,,,,,,-0.3573043796713608,0.00012714448554578195,-0.3694256012711927,7.710002466699997e-05,,,,
115,COL6A3_proteomics,-0.4506960778806665,2.851874186008257e-06,,,,,,,,,,,,,,
116,NAIP_proteomics,-0.45059904142645096,2.8676596764713416e-06,,,,,,,,,-0.2963117721929729,0.001757057135979876,,,,
117,OTULINL_proteomics,-0.450567114368572,2.872871454449018e-06,,,,,,,,,,,,,,
118,FGD3_proteomics,-0.4505039970948786,2.8832010612871964e-06,-0.3642405132620469,9.160755382394958e-05,,,-0.24162866604548866,0.009280617829646171,-0.2749275677867784,0.003651956349662293,-0.3249135358972597,0.0005666179607610067,,,,
119,COL1A1_proteomics,-0.4504654484371207,2.8895270750601026e-06,,,,,,,,,,,,,,
120,RIN2_proteomics,-0.4499853188856706,2.969424942369167e-06,,,,,,,0.2897100157853518,0.002141214871431048,,,,,,
121,RGS12_proteomics,0.4498798737719337,2.987249160811488e-06,,,,,-0.30584991285732305,0.0008871252424615049,,,,,,,,
122,GAS2_proteomics,-0.4697398983127423,2.999487745964869e-06,,,,,,,-0.4247031694687673,0.0026235010517416213,,,,,,
123,PHLDB2_proteomics,-0.4490432852775595,3.132287791032836e-06,,,,,,,,,0.2741413892400075,0.003919095726047196,,,,
124,TNFAIP8_proteomics,-0.4487992023446223,3.175841313088115e-06,,,,,,,,,,,,,,
125,MYO10_proteomics,0.4474781939588647,3.421652102638465e-06,,,0.3741184352520944,0.0004937532069035246,0.5158009122647153,3.6494541056389578e-09,,,0.3706030282877606,7.283887441403778e-05,,,0.292587908863532,0.0019234280446316636
126,FCGR3A_proteomics,-0.44714792640110335,3.485855457407905e-06,,,,,0.2551058431474817,0.008004745364345662,,,-0.341007632865645,0.00028499430040139766,,,,
127,VAV1_proteomics,-0.44714281575333015,3.4868578325968787e-06,-0.2856930653299403,0.002482501028357213,,,,,,,-0.43946391089850745,1.7459438233465169e-06,,,,
128,MAN2B1_proteomics,-0.4470946229040094,3.496323507772922e-06,-0.27908044093489703,0.0031523118571002693,,,,,,,,,,,,
129,HEXB_proteomics,-0.4468664074316057,3.5414781316379732e-06,,,,,,,,,,,,,,
130,IL18_proteomics,-0.44685949345758735,3.542854679296972e-06,,,,,,,,,,,,,,
131,LIG4_proteomics,-0.4459812151698548,3.7218825977673714e-06,,,,,0.2788570460164722,0.002545821232285143,,,,,,,,
132,B4GALT1_proteomics,-0.44594460701449457,3.729527011232262e-06,,,,,,,,,,,,,,
133,GAA_proteomics,-0.4458984482707353,3.7391868692414635e-06,,,,,,,,,,,,,,
134,ST6GAL1_proteomics,-0.4456766956565269,3.7859241266766863e-06,,,,,0.3587291497615946,0.00012795266783739286,,,-0.4310267641993515,2.885975527804016e-06,,,,
135,EMILIN3_proteomics,0.4448454995715303,3.9660608068097495e-06,,,,,,,,,,,,,,
136,TBC1D2B_proteomics,-0.4447880007431165,3.9788163544768615e-06,,,,,,,,,,,,,,
137,RNASET2_proteomics,-0.4446926822173949,4.000047119515243e-06,,,,,,,,,-0.3148212858831092,0.0008556331339743484,,,,
138,ACSL1_proteomics,-0.4430988657917541,4.3712706832383725e-06,,,,,0.37763635899490733,3.1741577964337576e-05,,,,,,,,
139,TMX2_proteomics,0.442471215963916,4.526188443300322e-06,,,,,,,,,,,,,,
140,AFAP1L1_proteomics,0.4424701949535215,4.526444617121426e-06,,,,,,,,,,,,,,
141,PTBP3_proteomics,-0.4421726263221297,4.6016907007768496e-06,,,,,,,,,,,,,,
142,HLA-DMB_proteomics,-0.4420053958513874,4.644494274570248e-06,,,,,,,,,-0.29054674900402244,0.0021779598807071024,,,,
143,GPSM3_proteomics,-0.4413199028416614,4.823904368713601e-06,,,,,,,-0.3038027692637732,0.0012530153722942795,-0.4163502879889822,6.70278883260027e-06,0.3322307208533201,0.0008853257819769175,,
144,CTSS_proteomics,-0.4413047063447187,4.827954715113239e-06,,,,,0.25104127479929383,0.006806038881006032,,,-0.4785301637263124,1.4173453366482874e-07,,,,
145,TYROBP_proteomics,-0.43982109140816705,5.239193515315559e-06,,,,,,,,,,,,,,
146,B3GLCT_proteomics,0.4397362703871937,5.263675157589547e-06,,,,,0.3188327073755515,0.0005149780140851068,,,,,,,,
147,CD300A_proteomics,-0.43969280266112093,5.276262861160558e-06,,,,,0.2809979603695153,0.003220868256966448,,,,,,,,
148,ADGRG1_proteomics,0.43904986726272655,5.465793645545528e-06,,,,,,,,,,,,,,
149,NF1_proteomics,0.4390237262660885,5.473633839323637e-06,,,,,,,,,,,,,,
150,PITPNC1_proteomics,0.4389280514887456,5.5024190271221495e-06,,,,,,,,,,,,,,
151,TFRC_proteomics,0.4387652236476279,5.551736418091483e-06,0.3148480709301581,0.0008079493958223539,,,0.2582450308346096,0.005327285326558255,,,0.3265898288225306,0.0005283934187007406,,,,
152,TPMT_proteomics,-0.4386762540766719,5.578859230174182e-06,,,,,,,,,,,,,,
153,GMFG_proteomics,-0.4382236838709577,5.71877111298457e-06,,,,,,,-0.41759865020681786,5.653415017821965e-06,-0.33682161247322634,0.00034200172973606225,0.3311571870484943,0.0009221945485468012,,
154,TES_proteomics,-0.43812580224901176,5.749462870412796e-06,,,,,0.4835245762745326,4.404220265996842e-08,,,,,,,,
155,STXBP2_proteomics,-0.4378059058846811,5.850855429916688e-06,,,,,-0.2428322061739793,0.008925371660966606,,,,,,,,
156,FCER1G_proteomics,-0.43757752821444573,5.924268696656898e-06,,,,,,,,,,,,,,
157,ABI2_proteomics,0.43736669249384297,5.992812535471229e-06,,,,,,,,,,,,,,
158,PCDH19_proteomics,0.437345661196642,5.999690747815903e-06,,,,,,,,,,,,,,
159,VAMP8_proteomics,-0.4371798002477917,6.0541961496271024e-06,,,,,,,,,,,,,,
160,ELOVL2_proteomics,0.4369619362258975,6.1264997587705026e-06,,,,,,,,,,,,,,
161,CXXC5_proteomics,0.4368327665975318,6.1697511633964205e-06,,,,,-0.4802514552658748,5.5903762860101474e-08,,,,,,,,
162,RCSD1_proteomics,-0.4360327950753824,6.4440876197694125e-06,-0.3174526787415453,0.0007267325525065543,,,,,-0.3771271851475395,4.8827600524387344e-05,-0.4658579068807712,3.312629088985993e-07,0.3158358424918856,0.002042632438621843,,
163,TRIM9_proteomics,0.4355361097258303,6.6201546004401296e-06,0.27028522264524424,0.004293582255980057,,,,,,,,,,,,
164,NEDD4_proteomics,-0.4349245255836749,6.843175520631761e-06,0.3212187054614702,0.0006224679774319696,,,,,,,,,,,,
165,OTULIN_proteomics,-0.4348584303290468,6.86769693229655e-06,,,,,0.3379504609706766,0.00022091180110112618,,,,,,,,
166,SLC1A4_proteomics,0.4343277691531323,7.0675927771230725e-06,,,,,,,,,,,,,,
167,ARHGDIB_proteomics,-0.4342854740521416,7.083758456505368e-06,-0.2712034679273321,0.004159203229125594,,,,,,,-0.4172130431511783,6.385773525887755e-06,,,,
168,DOK3_proteomics,-0.4331266451370768,7.5404584984994005e-06,,,,,0.2467304724235917,0.007855617688058585,,,-0.3211521121775889,0.0006618003733501205,,,,
169,TPD52L2_proteomics,-0.43283322233579696,7.660418024780941e-06,,,,,0.3409409787037139,0.0001925457328042881,,,,,,,,
170,SNAPIN_proteomics,-0.4324808050285488,7.806870073885636e-06,,,,,,,,,,,,,,
171,NLGN3_proteomics,0.4324734096342814,7.809971375640629e-06,,,,,,,,,,,,,,
172,CHDH_proteomics,0.4323313546635734,7.869768441636317e-06,,,,,-0.2564700485671748,0.005662249647048702,,,-0.3060475383810075,0.001210395124025679,,,,
173,AMPD3_proteomics,-0.43196184325911535,8.027335870245036e-06,,,,,,,,,,,,,,
174,PIK3AP1_proteomics,-0.4317342235852393,8.12587010128734e-06,,,,,0.3330788378195872,0.0002755280073624665,,,-0.4734454453412432,2.0007951681674786e-07,,,,
175,ARPC1B_proteomics,-0.4314725422377172,8.240555164155397e-06,,,,,0.2903702776494769,0.0016440720798564887,,,,,,,,
176,TNS3_proteomics,-0.4313928875879236,8.275765998041958e-06,,,,,0.3760334098343505,3.45018883707555e-05,,,,,,,,
177,WDFY4_proteomics,-0.4312759004135461,8.327736122944417e-06,-0.27234973944955376,0.0039967406579192585,,,,,-0.32135192591957873,0.0006190445412461874,-0.3763887693856817,5.490896518961538e-05,,,,
178,ARHGAP22_proteomics,-0.43120682776068503,8.358564802502284e-06,,,,,,,,,,,,,,
179,MYO1F_proteomics,-0.4307765840534468,8.553022639297012e-06,,,,,,,,,-0.375708563229194,5.6779479326646225e-05,,,,
180,CSPG5_proteomics,0.4307286699443128,8.574939862684398e-06,,,,,,,,,,,,,,
181,YWHAE_proteomics,0.4301541477005727,8.841890125764737e-06,,,,,,,,,,,,,,
182,DUSP23_proteomics,-0.4299489119185799,8.939132882377902e-06,,,,,,,,,,,,,-0.3002596713743926,0.0014373138659257972
183,DOCK2_proteomics,-0.42884069263366176,9.481833678444754e-06,-0.2937557130997037,0.0018409275399330605,,,,,-0.2917019737883516,0.0019882329931282983,-0.4400847028736206,1.6816601687282445e-06,,,,
184,PGM1_proteomics,0.4282548716357236,9.781083515692746e-06,0.3007905203364999,0.0014082174494559055,0.4125612741165637,0.00010630283213971866,0.3484970962062566,0.0001352162382197626,,,,,0.3344864599829705,0.0008121995858851912,,
185,FHL2_proteomics,-0.4281008737367134,9.861210191731695e-06,,,,,,,,,0.3478585302808238,0.0002102863794386815,,,,
186,CDKN2C_proteomics,0.42719733165047696,1.0343903942379364e-05,,,,,0.2448378727121765,0.008359938935069961,-0.2702152414304878,0.0043039809874075505,,,,,,
187,CTBS_proteomics,-0.4271931207859735,1.034620460811116e-05,,,,,,,,,,,,,,
188,PAWR_proteomics,-0.4271896496512475,1.0348101473610156e-05,,,,,,,,,,,,,,
189,IL16_proteomics,-0.4265713290680917,1.0691259256906133e-05,-0.3460523626953505,0.0002130147084733277,,,,,-0.3970557231852716,1.7492451345939526e-05,-0.478716342498081,1.3994173133838953e-07,0.3006538421055119,0.002769155877364875,,
190,DGKZ_proteomics,0.4263280321554888,1.0829194366621506e-05,,,,,,,,,,,,,,
191,UPP1_proteomics,-0.4262618708725739,1.0866992166339388e-05,,,,,0.4798149058538358,5.769965689590127e-08,0.41254835496692,7.514809526392074e-06,0.26790222075797737,0.004856358719237746,,,,
192,ALDH7A1_proteomics,0.4262293120626578,1.0885638431244824e-05,,,,,,,,,,,,,,
193,FCGR2B_proteomics,-0.42602763013464,1.1001812293341296e-05,,,,,0.3894107843283814,1.6972094871631174e-05,,,-0.2749177918882426,0.0038145951246122867,,,,
194,HCK_proteomics,-0.4260010610637584,1.1017203310925383e-05,,,,,0.4023290968371758,8.302971892233172e-06,,,-0.2972727750269033,0.001694547542661888,,,,
195,GAB1_proteomics,0.4258739014606532,1.1091145297688345e-05,,,,,,,,,,,,,,
196,PLAUR_proteomics,-0.4256393559046623,1.1228755975352762e-05,,,,,0.4674275936294324,1.3898462520800624e-07,,,0.27850352709489623,0.003363639555611122,,,,
197,CLDN10_proteomics,0.42562711333320014,1.1235982711167627e-05,-0.3569159965309966,0.0013382268734893578,,,,,,,,,,,,
198,SERPINB8_proteomics,-0.4256142933763225,1.1243554959280657e-05,,,,,,,,,,,0.4305634572527005,1.0722082382282387e-05,,
199,TMED5_proteomics,-0.42530730301280817,1.1426320841761017e-05,0.2647666543298404,0.005186100251976657,,,,,,,,,,,,
